"lake","datetime","depth","observation","variable","unit","depth_id"
"peter",2024-07-13 13:00:00,3.5,12.6394166666667,"wtemp","degC",NA
"peter",2024-07-13 13:00:00,4,10.4805833333333,"wtemp","degC",NA
"peter",2024-07-13 13:00:00,4.5,8.72469166666667,"wtemp","degC",NA
"peter",2024-07-13 13:00:00,5,7.38928333333333,"wtemp","degC",NA
"peter",2024-07-13 13:00:00,6,5.63915,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,0.5,25.30925,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,1,24.8535,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,1.5,23.1094166666667,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,2,20.81575,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,2.5,18.21575,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,3,15.4028333333333,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,3.5,12.8124166666667,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,4,10.3850833333333,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,4.5,8.741575,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,5,7.27819166666667,"wtemp","degC",NA
"peter",2024-07-13 14:00:00,6,5.5839,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,0.5,25.3733333333333,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,1,24.97675,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,1.5,23.1785833333333,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,2,20.8645,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,2.5,18.2236666666667,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,3,15.40825,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,3.5,12.7326666666667,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,4,10.3951666666667,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,4.5,8.63156666666667,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,5,7.40618333333333,"wtemp","degC",NA
"peter",2024-07-13 15:00:00,6,5.66791666666667,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,0.5,25.6098333333333,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,1,24.9425833333333,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,1.5,23.25175,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,2,20.7770833333333,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,2.5,18.3576666666667,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,3,15.3381666666667,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,3.5,12.82375,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,4,10.3985833333333,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,4.5,8.74628333333333,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,5,7.35935833333333,"wtemp","degC",NA
"peter",2024-07-13 16:00:00,6,5.63153333333333,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,0.5,25.734,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,1,25.1385,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,1.5,23.0463333333333,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,2,20.99875,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,2.5,18.1955,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,3,15.4714166666667,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,3.5,12.6878333333333,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,4,10.5044166666667,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,4.5,8.71405,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,5,7.32803333333333,"wtemp","degC",NA
"peter",2024-07-13 17:00:00,6,5.65138333333333,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,0.5,25.8021666666667,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,1,25.1793333333333,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,1.5,23.2996666666667,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,2,20.93325,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,2.5,18.2556666666667,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,3,15.35325,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,3.5,12.7879166666667,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,4,10.3946666666667,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,4.5,8.67701666666667,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,5,7.35418333333333,"wtemp","degC",NA
"peter",2024-07-13 18:00:00,6,5.634675,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,0.5,26.1448333333333,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,1,25.19525,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,1.5,23.306,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,2,20.823,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,2.5,18.2358333333333,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,3,15.5110833333333,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,3.5,12.7371666666667,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,4,10.383,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,4.5,8.6902,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,5,7.33654166666667,"wtemp","degC",NA
"peter",2024-07-13 19:00:00,6,5.66050833333333,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,0.5,26.25875,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,1,25.1740833333333,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,1.5,23.18425,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,2,20.9066666666667,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,2.5,18.3105833333333,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,3,15.4026666666667,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,3.5,12.6955,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,4,10.4136666666667,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,4.5,8.77349166666667,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,5,7.407325,"wtemp","degC",NA
"peter",2024-07-13 20:00:00,6,5.65915,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,0.5,26.2884166666667,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,1,25.2179166666667,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,1.5,23.366,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,2,20.83775,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,2.5,18.4455,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,3,15.25175,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,3.5,12.8765,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,4,10.4160833333333,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,4.5,8.72396666666667,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,5,7.40950833333333,"wtemp","degC",NA
"peter",2024-07-13 21:00:00,6,5.536775,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,0.5,26.2861666666667,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,1,25.294,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,1.5,23.23325,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,2,21.0015833333333,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,2.5,18.1145,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,3,15.55775,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,3.5,12.79925,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,4,10.3856666666667,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,4.5,8.62375,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,5,7.237,"wtemp","degC",NA
"peter",2024-07-13 22:00:00,6,5.743075,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,0.5,26.2239166666667,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,1,25.28925,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,1.5,23.2658333333333,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,2,20.88525,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,2.5,18.4130833333333,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,3,15.48025,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,3.5,12.6538333333333,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,4,10.3101666666667,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,4.5,8.73790833333333,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,5,7.45461666666667,"wtemp","degC",NA
"peter",2024-07-13 23:00:00,6,5.679225,"wtemp","degC",NA
"peter",2024-07-14,0.5,26.2313333333333,"wtemp","degC",NA
"peter",2024-07-14,1,25.3674166666667,"wtemp","degC",NA
"peter",2024-07-14,1.5,23.2805,"wtemp","degC",NA
"peter",2024-07-14,2,20.9538333333333,"wtemp","degC",NA
"peter",2024-07-14,2.5,18.26375,"wtemp","degC",NA
"peter",2024-07-14,3,15.3281666666667,"wtemp","degC",NA
"peter",2024-07-14,3.5,12.7395,"wtemp","degC",NA
"peter",2024-07-14,4,10.60725,"wtemp","degC",NA
"peter",2024-07-14,4.5,8.84189166666667,"wtemp","degC",NA
"peter",2024-07-14,5,7.33905833333333,"wtemp","degC",NA
"peter",2024-07-14,6,5.554125,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,0.5,26.1423333333333,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,1,25.3015833333333,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,1.5,23.3331666666667,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,2,20.9314166666667,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,2.5,18.3330833333333,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,3,15.447,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,3.5,12.8935,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,4,10.4160833333333,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,4.5,8.72504166666667,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,5,7.21503333333333,"wtemp","degC",NA
"peter",2024-07-14 01:00:00,6,5.66658333333333,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,0.5,25.9620833333333,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,1,25.328,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,1.5,23.2871666666667,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,2,20.9286666666667,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,2.5,18.322,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,3,15.4631666666667,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,3.5,12.721,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,4,10.4019166666667,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,4.5,8.65353333333333,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,5,7.39341666666667,"wtemp","degC",NA
"peter",2024-07-14 02:00:00,6,5.65421666666667,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,0.5,25.8241666666667,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,1,25.3038333333333,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,1.5,23.2426666666667,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,2,20.9165,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,2.5,18.44375,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,3,15.30425,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,3.5,12.7605833333333,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,4,10.3903333333333,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,4.5,8.77204166666667,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,5,7.45738333333333,"wtemp","degC",NA
"peter",2024-07-14 03:00:00,6,5.70345,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,0.5,25.6574166666667,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,1,25.28175,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,1.5,23.3060833333333,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,2,20.8646666666667,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,2.5,18.2788333333333,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,3,15.40475,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,3.5,12.7698333333333,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,4,10.5551666666667,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,4.5,8.740575,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,5,7.30823333333333,"wtemp","degC",NA
"peter",2024-07-14 04:00:00,6,5.57229166666667,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,0.5,25.3611666666667,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,1,25.3038333333333,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,1.5,23.2431666666667,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,2,20.9294166666667,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,2.5,18.2811666666667,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,3,15.4196666666667,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,3.5,12.71575,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,4,10.4846666666667,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,4.5,8.5728,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,5,7.34231666666667,"wtemp","degC",NA
"peter",2024-07-14 06:00:00,6,5.72485833333333,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,0.5,25.2169166666667,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,1,25.2175,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,1.5,23.2775,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,2,20.9170833333333,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,2.5,18.24325,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,3,15.4576666666667,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,3.5,12.7605,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,4,10.4646666666667,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,4.5,8.81238333333333,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,5,7.27920833333333,"wtemp","degC",NA
"peter",2024-07-14 07:00:00,6,5.615125,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,0.5,25.11675,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,1,25.1088333333333,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,1.5,23.2429166666667,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,2,20.9196666666667,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,2.5,18.3301666666667,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,3,15.4141666666667,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,3.5,12.7271666666667,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,4,10.3855833333333,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,4.5,8.76361666666667,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,5,7.45320833333333,"wtemp","degC",NA
"peter",2024-07-14 08:00:00,6,5.62506666666667,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,0.5,25.0025,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,1,25.0028333333333,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,1.5,23.3250833333333,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,2,20.8344166666667,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,2.5,18.27175,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,3,15.4894166666667,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,3.5,12.6485,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,4,10.4710833333333,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,4.5,8.602575,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,5,7.433675,"wtemp","degC",NA
"peter",2024-07-14 09:00:00,6,5.70610833333333,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,0.5,24.8720833333333,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,1,24.8698333333333,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,1.5,23.2568333333333,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,2,20.9504166666667,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,2.5,18.2730833333333,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,3,15.33875,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,3.5,12.93325,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,4,10.37625,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,4.5,8.76946666666667,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,5,7.31643333333333,"wtemp","degC",NA
"peter",2024-07-14 10:00:00,6,5.630075,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,0.5,24.7860833333333,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,1,24.7855833333333,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,1.5,23.2843333333333,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,2,20.8891666666667,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,2.5,18.3510833333333,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,3,15.48175,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,3.5,12.68175,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,4,10.5019166666667,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,4.5,8.69351666666667,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,5,7.41775,"wtemp","degC",NA
"peter",2024-07-14 11:00:00,6,5.62265833333333,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,0.5,24.7620833333333,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,1,24.7145833333333,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,1.5,23.30025,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,2,20.8526666666667,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,2.5,18.28875,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,3,15.4333333333333,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,3.5,12.7143333333333,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,4,10.4450833333333,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,4.5,8.80383333333333,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,5,7.37218333333333,"wtemp","degC",NA
"peter",2024-07-14 12:00:00,6,5.66750833333333,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,0.5,24.9269166666667,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,1,24.7310833333333,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,1.5,23.2939166666667,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,2,20.8873333333333,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,2.5,18.26475,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,3,15.3955833333333,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,3.5,12.7650833333333,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,4,10.3855,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,4.5,8.74656666666667,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,5,7.361975,"wtemp","degC",NA
"peter",2024-07-14 13:00:00,6,5.62944166666667,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,0.5,24.9663333333333,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,1,24.73075,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,1.5,23.4994166666667,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,2,20.988,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,2.5,18.2320833333333,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,3,15.4569166666667,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,3.5,12.77275,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,4,10.5084166666667,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,4.5,8.6104,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,5,7.40550833333333,"wtemp","degC",NA
"peter",2024-07-14 14:00:00,6,5.64784166666667,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,0.5,25.1913333333333,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,1,24.82725,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,1.5,23.49375,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,2,20.9525,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,2.5,18.3390833333333,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,3,15.4425833333333,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,3.5,12.8404166666667,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,4,10.4194166666667,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,4.5,8.70911666666667,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,5,7.40336666666667,"wtemp","degC",NA
"peter",2024-07-14 15:00:00,6,5.70869166666667,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,0.5,25.4733333333333,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,1,24.9651666666667,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,1.5,23.5279166666667,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,2,20.8325,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,2.5,18.3425833333333,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,3,15.4451666666667,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,3.5,12.7040833333333,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,4,10.47825,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,4.5,8.798175,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,5,7.35381666666667,"wtemp","degC",NA
"peter",2024-07-14 16:00:00,6,5.58609166666667,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,0.5,25.8961666666667,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,1,25.1079166666667,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,1.5,23.4246666666667,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,2,20.9916666666667,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,2.5,18.311,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,3,15.3604166666667,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,3.5,12.7941666666667,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,4,10.494,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,4.5,8.793475,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,5,7.36996666666667,"wtemp","degC",NA
"peter",2024-07-14 17:00:00,6,5.63936666666667,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,0.5,26.0205833333333,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,1,25.1358333333333,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,1.5,23.4715,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,2,21.1429166666667,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,2.5,18.1549166666667,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,3,15.5329166666667,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,3.5,12.8720833333333,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,4,10.3928333333333,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,4.5,8.67165,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,5,7.272075,"wtemp","degC",NA
"peter",2024-07-14 18:00:00,6,5.64666666666667,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,0.5,26.3118333333333,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,1,25.2118333333333,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,1.5,23.6174166666667,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,2,21.03325,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,2.5,18.4633333333333,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,3,15.448,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,3.5,12.78375,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,4,10.3693333333333,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,4.5,8.70465,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,5,7.49358333333333,"wtemp","degC",NA
"peter",2024-07-14 19:00:00,6,5.685625,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,0.5,26.5306666666667,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,1,25.2239166666667,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,1.5,23.72675,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,2,20.9681666666667,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,2.5,18.3100833333333,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,3,15.5793333333333,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,3.5,12.7089166666667,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,4,10.5436666666667,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,4.5,8.8107,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,5,7.37856666666667,"wtemp","degC",NA
"peter",2024-07-14 20:00:00,6,5.64183333333333,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,0.5,26.6114166666667,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,1,25.3165833333333,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,1.5,23.6450833333333,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,2,21.01225,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,2.5,18.4944166666667,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,3,15.2565,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,3.5,12.7755,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,4,10.6250833333333,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,4.5,8.80126666666667,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,5,7.32193333333333,"wtemp","degC",NA
"peter",2024-07-14 21:00:00,6,5.651675,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,0.5,26.82175,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,1,25.305,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,1.5,23.65925,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,2,20.9845,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,2.5,18.2308333333333,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,3,15.545,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,3.5,12.984,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,4,10.3789166666667,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,4.5,8.65434166666667,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,5,7.3983,"wtemp","degC",NA
"peter",2024-07-14 22:00:00,6,5.71008333333333,"wtemp","degC",NA
"peter",2024-07-14 23:00:00,0.5,26.7145,"wtemp","degC",NA
"peter",2024-07-14 23:00:00,1,25.3591666666667,"wtemp","degC",NA
"peter",2024-07-14 23:00:00,1.5,23.5571666666667,"wtemp","degC",NA
"peter",2024-07-14 23:00:00,2,21.0998333333333,"wtemp","degC",NA
