"lake","datetime","depth","observation","variable","unit","depth_id"
"peter",2022-05-30 09:00:00,1,4.504,"doc","MilliGM-PER-L","epi"
"peter",2022-05-30 09:00:00,4,4.451,"doc","MilliGM-PER-L","meta"
"peter",2022-05-30 14:00:00,0,9.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,0.5,9,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,1,9.4,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,1.5,9.3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,2,10,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,2.5,12.4,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,3,13.6,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,3.5,13.7,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,4,11.8,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,4.5,3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,5,1.3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,5.5,0.8,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,6,0.4,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,6.5,0.2,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,7,0.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,8,0.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,9,0.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,10,0.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,11,0.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-05-30 14:00:00,12,0.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,0,8.65,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,0.5,8.64,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,1,8.51,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,1.5,9.16,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,2,10.99,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,2.5,12.69,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,3,13.09,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,3.25,13.08,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,3.5,12.8,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,3.75,12.52,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,4,11.4,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,4.25,6.12,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,4.5,2.05,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,4.75,1.55,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,5,1.27,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,5.25,1.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,5.5,0.99,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,5.75,0.93,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,6,0.91,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,6.5,0.79,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,7,0.76,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,7.5,0.75,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-02 08:00:00,8,0.75,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-02 09:00:00,0,18.81,"wtemp","degC",NA
NA,2022-06-02 09:00:00,0.5,18.82,"wtemp","degC",NA
NA,2022-06-02 09:00:00,1,18.7,"wtemp","degC",NA
NA,2022-06-02 09:00:00,1.5,17.2,"wtemp","degC",NA
NA,2022-06-02 09:00:00,2,13.48,"wtemp","degC",NA
NA,2022-06-02 09:00:00,2.5,9.96,"wtemp","degC",NA
NA,2022-06-02 09:00:00,3,7.46,"wtemp","degC",NA
NA,2022-06-02 09:00:00,3.25,6.38,"wtemp","degC",NA
NA,2022-06-02 09:00:00,3.5,5.96,"wtemp","degC",NA
NA,2022-06-02 09:00:00,3.75,5.73,"wtemp","degC",NA
NA,2022-06-02 09:00:00,4,5.48,"wtemp","degC",NA
NA,2022-06-02 09:00:00,4.25,4.99,"wtemp","degC",NA
NA,2022-06-02 09:00:00,4.5,4.76,"wtemp","degC",NA
NA,2022-06-02 09:00:00,4.75,4.74,"wtemp","degC",NA
NA,2022-06-02 09:00:00,5,4.71,"wtemp","degC",NA
NA,2022-06-02 09:00:00,5.25,4.7,"wtemp","degC",NA
NA,2022-06-02 09:00:00,5.5,4.68,"wtemp","degC",NA
NA,2022-06-02 09:00:00,5.75,4.68,"wtemp","degC",NA
NA,2022-06-02 09:00:00,6,4.66,"wtemp","degC",NA
NA,2022-06-02 09:00:00,6.5,4.58,"wtemp","degC",NA
NA,2022-06-02 09:00:00,7,4.58,"wtemp","degC",NA
NA,2022-06-02 09:00:00,7.5,4.44,"wtemp","degC",NA
NA,2022-06-02 09:00:00,8,4.35,"wtemp","degC",NA
"peter",2022-06-03 10:00:00,0,8.29,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,0.5,8.37,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,1,8.33,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,1.5,8.84,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,2,10.52,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,2.5,12.46,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,3,12.89,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,3.25,12.82,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,3.5,12.64,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,3.75,12.09,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,4,6.85,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,4.25,3.22,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,4.5,1.36,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,4.75,1.04,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,5,1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,5.25,1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,5.5,0.98,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,5.75,1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,6,0.8,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,6.5,0.71,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,7,0.7,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,7.5,0.7,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-03 10:00:00,8,0.7,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-03 11:00:00,0,18.22,"wtemp","degC",NA
NA,2022-06-03 11:00:00,0.5,18.26,"wtemp","degC",NA
NA,2022-06-03 11:00:00,1,18.25,"wtemp","degC",NA
NA,2022-06-03 11:00:00,1.5,17.76,"wtemp","degC",NA
NA,2022-06-03 11:00:00,2,13.96,"wtemp","degC",NA
NA,2022-06-03 11:00:00,2.5,10.67,"wtemp","degC",NA
NA,2022-06-03 11:00:00,3,7.85,"wtemp","degC",NA
NA,2022-06-03 11:00:00,3.25,6.92,"wtemp","degC",NA
NA,2022-06-03 11:00:00,3.5,6.6,"wtemp","degC",NA
NA,2022-06-03 11:00:00,3.75,5.55,"wtemp","degC",NA
NA,2022-06-03 11:00:00,4,5.3,"wtemp","degC",NA
NA,2022-06-03 11:00:00,4.25,4.96,"wtemp","degC",NA
NA,2022-06-03 11:00:00,4.5,4.74,"wtemp","degC",NA
NA,2022-06-03 11:00:00,4.75,4.73,"wtemp","degC",NA
NA,2022-06-03 11:00:00,5,4.71,"wtemp","degC",NA
NA,2022-06-03 11:00:00,5.25,4.72,"wtemp","degC",NA
NA,2022-06-03 11:00:00,5.5,4.72,"wtemp","degC",NA
NA,2022-06-03 11:00:00,5.75,4.68,"wtemp","degC",NA
NA,2022-06-03 11:00:00,6,4.65,"wtemp","degC",NA
NA,2022-06-03 11:00:00,6.5,4.62,"wtemp","degC",NA
NA,2022-06-03 11:00:00,7,4.57,"wtemp","degC",NA
NA,2022-06-03 11:00:00,7.5,4.38,"wtemp","degC",NA
NA,2022-06-03 11:00:00,8,4.36,"wtemp","degC",NA
"peter",2022-06-04 08:00:00,0,8.69,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,0.5,8.68,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,1,8.69,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,1.5,8.64,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,2,10.55,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,2.5,12.07,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,3,12.82,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,3.25,12.99,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,3.5,12.67,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,3.75,12.4,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,4,10.42,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,4.25,9.02,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,4.5,4.12,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,4.75,1.4,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,5,1.05,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,5.25,0.97,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,5.5,0.98,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,5.75,0.98,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,6,0.97,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-04 08:00:00,6.5,0.96,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-04 09:00:00,0,17.88,"wtemp","degC",NA
NA,2022-06-04 09:00:00,0.5,17.88,"wtemp","degC",NA
NA,2022-06-04 09:00:00,1,17.87,"wtemp","degC",NA
NA,2022-06-04 09:00:00,1.5,17.73,"wtemp","degC",NA
NA,2022-06-04 09:00:00,2,14.09,"wtemp","degC",NA
NA,2022-06-04 09:00:00,2.5,10.78,"wtemp","degC",NA
NA,2022-06-04 09:00:00,3,7.93,"wtemp","degC",NA
NA,2022-06-04 09:00:00,3.25,6.73,"wtemp","degC",NA
NA,2022-06-04 09:00:00,3.5,6.3,"wtemp","degC",NA
NA,2022-06-04 09:00:00,3.75,5.93,"wtemp","degC",NA
NA,2022-06-04 09:00:00,4,5.45,"wtemp","degC",NA
NA,2022-06-04 09:00:00,4.25,5.32,"wtemp","degC",NA
NA,2022-06-04 09:00:00,4.5,5,"wtemp","degC",NA
NA,2022-06-04 09:00:00,4.75,4.75,"wtemp","degC",NA
NA,2022-06-04 09:00:00,5,4.73,"wtemp","degC",NA
NA,2022-06-04 09:00:00,5.25,4.74,"wtemp","degC",NA
NA,2022-06-04 09:00:00,5.5,4.73,"wtemp","degC",NA
NA,2022-06-04 09:00:00,5.75,4.75,"wtemp","degC",NA
NA,2022-06-04 09:00:00,6,4.72,"wtemp","degC",NA
NA,2022-06-04 09:00:00,6.5,4.72,"wtemp","degC",NA
"peter",2022-06-04 09:00:00,7,0.87,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-04 09:00:00,7,4.58,"wtemp","degC",NA
"peter",2022-06-04 09:00:00,7.5,0.76,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-04 09:00:00,7.5,4.38,"wtemp","degC",NA
"peter",2022-06-04 09:00:00,8,0.74,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-04 09:00:00,8,4.37,"wtemp","degC",NA
"peter",2022-06-05 08:00:00,0,8.53,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-05 08:00:00,0.5,8.63,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-05 08:00:00,1,8.49,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-05 08:00:00,1.5,8.39,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-05 08:00:00,2,10.18,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-05 08:00:00,2.5,11.88,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,0,18.42,"wtemp","degC",NA
NA,2022-06-05 09:00:00,0.5,18.09,"wtemp","degC",NA
NA,2022-06-05 09:00:00,1,17.96,"wtemp","degC",NA
NA,2022-06-05 09:00:00,1.5,17.76,"wtemp","degC",NA
NA,2022-06-05 09:00:00,2,14.73,"wtemp","degC",NA
NA,2022-06-05 09:00:00,2.5,10.89,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,3,12.57,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,3,7.93,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,3.25,12.66,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,3.25,6.95,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,3.5,12.42,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,3.5,6.27,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,3.75,11.74,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,3.75,5.71,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,4,11.02,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,4,5.52,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,4.25,4.35,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,4.25,5.01,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,4.5,1.49,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,4.5,4.77,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,4.75,1.16,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,4.75,4.77,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,5,1.11,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,5,4.78,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,5.25,1.09,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,5.25,4.78,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,5.5,1.1,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,5.5,4.77,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,5.75,1.08,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,5.75,4.77,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,6,1.07,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,6,4.77,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,6.5,0.96,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,6.5,4.75,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,7,0.76,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,7,4.59,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,7.5,0.74,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,7.5,4.5,"wtemp","degC",NA
"peter",2022-06-05 09:00:00,8,0.74,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-05 09:00:00,8,4.41,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,0,8.52,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,0,18.15,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,0.5,8.47,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,0.5,18.09,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,1,8.51,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,1,18,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,1.5,8.53,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,1.5,17.68,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,2,10.5,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,2,14.65,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,2.5,12.18,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,2.5,11.14,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,3,12.76,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,3,8.07,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,3.25,12.56,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,3.25,6.82,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,3.5,11.77,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,3.5,6.1,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,3.75,11.4,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-06 09:00:00,3.75,5.82,"wtemp","degC",NA
"peter",2022-06-06 09:00:00,4,9.45,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,4,4.475,"doc","MilliGM-PER-L","meta"
"peter",2022-06-06 09:00:00,4.25,3.39,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,4.5,1.42,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,4.75,1.02,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,5,0.97,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,5.25,0.95,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,5.5,0.95,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,5.75,0.95,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,6,0.95,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,6.5,0.96,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,7,0.86,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,7.5,0.76,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,8,0.73,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 09:00:00,12,4.83,"doc","MilliGM-PER-L","hypo"
NA,2022-06-06 10:00:00,4,5.33,"wtemp","degC",NA
NA,2022-06-06 10:00:00,4.25,4.88,"wtemp","degC",NA
NA,2022-06-06 10:00:00,4.5,4.8,"wtemp","degC",NA
NA,2022-06-06 10:00:00,4.75,4.81,"wtemp","degC",NA
NA,2022-06-06 10:00:00,5,4.8,"wtemp","degC",NA
NA,2022-06-06 10:00:00,5.25,4.8,"wtemp","degC",NA
NA,2022-06-06 10:00:00,5.5,4.78,"wtemp","degC",NA
NA,2022-06-06 10:00:00,5.75,4.77,"wtemp","degC",NA
NA,2022-06-06 10:00:00,6,4.78,"wtemp","degC",NA
NA,2022-06-06 10:00:00,6.5,4.78,"wtemp","degC",NA
NA,2022-06-06 10:00:00,7,4.66,"wtemp","degC",NA
NA,2022-06-06 10:00:00,7.5,4.53,"wtemp","degC",NA
NA,2022-06-06 10:00:00,8,4.42,"wtemp","degC",NA
"peter",2022-06-06 14:00:00,0,9.8,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,0.5,9.6,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,1,9.5,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,1.5,9.3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,2,10.7,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,2.5,13.7,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,3,15.2,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,3.5,15.3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,4,14.9,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,4.5,8.9,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,5,1.7,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,5.5,1.3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,6,1.1,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,6.5,0.9,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,7,0.8,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,8,0.4,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,9,0.3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,10,0.3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,11,0.3,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-06 14:00:00,12,0.2,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-07 09:00:00,0,8.58,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,0,18.57,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,0.5,8.52,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,0.5,18.44,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,1,8.43,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,1,18.3,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,1.5,8.38,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,1.5,18.01,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,2,10.44,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,2,15.23,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,2.5,12.47,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,2.5,11.15,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,3,12.79,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,3,8.44,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,3.25,12.37,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,3.25,7.2,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,3.5,12.51,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,3.5,6.61,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,3.75,12.33,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,3.75,6.17,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,4,11.47,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,4,5.63,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,4.25,8.14,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,4.25,5.37,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,4.5,2.6,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,4.5,4.96,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,4.75,1.36,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,4.75,4.82,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,5,1.07,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,5,4.8,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,5.25,0.99,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,5.25,4.8,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,5.5,0.91,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,5.5,4.77,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,5.75,0.85,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,5.75,4.76,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,6,0.84,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,6,4.77,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,6.5,0.83,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,6.5,4.77,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,7,0.75,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,7,4.68,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,7.5,0.73,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,7.5,4.59,"wtemp","degC",NA
"peter",2022-06-07 09:00:00,8,0.72,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-07 09:00:00,8,4.53,"wtemp","degC",NA
"peter",2022-06-08 08:00:00,0,8.5,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-08 08:00:00,0,18.8,"wtemp","degC",NA
"peter",2022-06-08 08:00:00,0.5,8.49,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-08 08:00:00,0.5,18.71,"wtemp","degC",NA
"peter",2022-06-08 08:00:00,1,8.43,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-08 08:00:00,1,18.62,"wtemp","degC",NA
"peter",2022-06-08 08:00:00,1.5,8.48,"do_mgl","MilliGM-PER-L",NA
NA,2022-06-08 08:00:00,1.5,18.31,"wtemp","degC",NA
"peter",2022-06-08 08:00:00,2,10.56,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,2.5,12.17,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,3,12.82,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,3.25,12.7,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,3.5,12.6,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,3.75,12,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,4,11.09,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,4.25,4.89,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,4.5,1.66,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,4.75,1.09,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,5,0.96,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,5.25,0.87,"do_mgl","MilliGM-PER-L",NA
"peter",2022-06-08 08:00:00,5.5,0.85,"do_mgl","MilliGM-PER-L",NA
