variable,n,r2,rmse,run,overall_r2,overall_rmse
do,708.0,0.854918573770546,1.564141660010108,46,-0.18429705954639627,1.4571768795250843
doc,30.0,-2.333394669028705,1.1110220598596174,46,-0.18429705954639627,1.4571768795250843
wtemp,19824.0,0.9255849166189702,1.6963669187055284,46,-0.18429705954639627,1.4571768795250843
do,708.0,0.8619738819779386,1.525635592368732,47,-0.5170074419244167,1.5460089136597492
doc,30.0,-3.32478891326201,1.2654988982425548,47,-0.5170074419244167,1.5460089136597492
wtemp,19824.0,0.911792705510821,1.8468922503679615,47,-0.5170074419244167,1.5460089136597492
do,708.0,0.8557957557790608,1.5594059845611112,48,-0.21835178461103208,1.486467130473325
doc,30.0,-2.4295550888194586,1.126933282847276,48,-0.21835178461103208,1.486467130473325
wtemp,19824.0,0.9187039792073016,1.7730621240115878,48,-0.21835178461103208,1.486467130473325
do,708.0,0.8535490250773958,1.5715069599669786,49,-0.15691732073046386,1.4528523997447236
doc,30.0,-2.2504488569264063,1.0971120433278776,49,-0.15691732073046386,1.4528523997447236
wtemp,19824.0,0.9261478696576189,1.6899381959393143,49,-0.15691732073046386,1.4528523997447236
do,708.0,0.8318006241987488,1.6841561871146569,50,0.10159320389624997,1.4517576578112372
doc,30.0,-1.4506517909435415,0.9526209266130365,50,0.10159320389624997,1.4517576578112372
wtemp,19824.0,0.9236307784335426,1.7184958597060183,50,0.10159320389624997,1.4517576578112372
do,708.0,0.8602500076302972,1.5351332263592203,51,-0.6007819399215609,1.5197742248710027
doc,30.0,-3.5860008935131757,1.3031559202877905,51,-0.6007819399215609,1.5197742248710027
wtemp,19824.0,0.9234050661181958,1.7210335279659976,51,-0.6007819399215609,1.5197742248710027
do,708.0,0.858279370290808,1.5459189182397475,52,-0.41893743212426515,1.5060783651606862
doc,30.0,-3.0359137068427504,1.2225038902710035,52,-0.41893743212426515,1.5060783651606862
wtemp,19824.0,0.9208220401791467,1.749812286971308,52,-0.41893743212426515,1.5060783651606862
do,708.0,0.8576909626825868,1.5491248320153228,53,-0.49353383174399207,1.512242901188344
doc,30.0,-3.2607623976246156,1.2560964032878075,53,-0.49353383174399207,1.512242901188344
wtemp,19824.0,0.9224699397100526,1.731507468261902,53,-0.49353383174399207,1.512242901188344
do,708.0,0.8079378969970903,1.7996622841914713,54,0.2919458175166748,1.4682054389175352
doc,30.0,-0.8504269824446955,0.827780688019698,54,0.2919458175166748,1.4682054389175352
wtemp,19824.0,0.9183265379976296,1.777173344541436,54,0.2919458175166748,1.4682054389175352
do,708.0,0.8545597097911034,1.5660749447737703,55,-0.36393933467238243,1.5152900583881597
doc,30.0,-2.8641130332328535,1.1962011754744928,55,-0.36393933467238243,1.5152900583881597
wtemp,19824.0,0.917735319424603,1.7835940549162168,55,-0.36393933467238243,1.5152900583881597
do,708.0,0.8442755404908753,1.620498343100255,56,0.0113255250754876,1.4568454682467253
doc,30.0,-1.731620030262492,1.0057486497570076,56,0.0113255250754876,1.4568454682467253
wtemp,19824.0,0.9213210649980795,1.744289411882913,56,0.0113255250754876,1.4568454682467253
do,708.0,0.8413387615439599,1.6357073123682113,57,0.0008787648053348492,1.431043289791977
doc,30.0,-1.7687373903563595,1.0125586701540281,57,0.0008787648053348492,1.431043289791977
wtemp,19824.0,0.9300349232284041,1.6448638868536911,57,0.0008787648053348492,1.431043289791977
do,708.0,0.8464975168904877,1.608895651228832,58,0.11140903705975043,1.4151720606881444
doc,30.0,-1.4387342864632817,0.9503018088802864,58,0.11140903705975043,1.4151720606881444
wtemp,19824.0,0.9264638807520453,1.6863187219553153,58,0.11140903705975043,1.4151720606881444
do,708.0,0.83893211920375,1.6480661808466477,59,0.034529923887783975,1.4568607690852378
doc,30.0,-1.6579087406699466,0.9920860582627116,59,0.034529923887783975,1.4568607690852378
wtemp,19824.0,0.9225663931295486,1.7304300681463534,59,0.034529923887783975,1.4568607690852378
do,708.0,0.81112797049366,1.7846538726628725,60,0.3399171771810208,1.4526631206076823
doc,30.0,-0.7096578937701834,0.7956717186781234,60,0.3399171771810208,1.4526631206076823
wtemp,19824.0,0.9182814548195859,1.7776637704820508,60,0.3399171771810208,1.4526631206076823
do,708.0,0.8536442657510669,1.5709958820336065,61,-0.21885803327416153,1.4762582649940341
doc,30.0,-2.4327951984280176,1.1274654984333432,61,-0.21885803327416153,1.4762582649940341
wtemp,19824.0,0.922576832854466,1.7303134145151526,61,-0.21885803327416153,1.4762582649940341
do,708.0,0.8540177708590198,1.5689899823819233,62,-0.07966345759060041,1.486821431163703
doc,30.0,-2.005794662681324,1.055015811277369,62,-0.07966345759060041,1.486821431163703
wtemp,19824.0,0.9127865190505029,1.8364584998318167,62,-0.07966345759060041,1.486821431163703
do,708.0,0.8545631788525172,1.5660562675470175,63,-0.07445400679602332,1.4652558654259726
doc,30.0,-1.9963266210438602,1.0533528879452736,63,-0.07445400679602332,1.4652558654259726
wtemp,19824.0,0.918401421803273,1.7763584407856265,63,-0.07445400679602332,1.4652558654259726
do,708.0,0.8561400771587273,1.5575431485476168,64,-0.7144781865979336,1.5735337947539374
doc,30.0,-3.9144775195126416,1.3490187633839645,64,-0.7144781865979336,1.5735337947539374
wtemp,19824.0,0.9149028825601138,1.8140394723302309,64,-0.7144781865979336,1.5735337947539374
do,708.0,0.7422655108780901,2.0847618175065863,65,0.3192113313518912,1.5423719521560695
doc,30.0,-0.705652286883979,0.7947390709441564,65,0.3192113313518912,1.5423719521560695
wtemp,19824.0,0.9210207700615626,1.7476149680174653,65,0.3192113313518912,1.5423719521560695
do,708.0,0.8472752394550364,1.6048147290366979,66,0.1419624250720568,1.4234232793973876
doc,30.0,-1.3436467383727035,0.931591224923416,66,0.1419624250720568,1.4234232793973876
wtemp,19824.0,0.9222587741338376,1.7338638842320486,66,0.1419624250720568,1.4234232793973876
do,708.0,0.8205615704245015,1.7395139065654266,67,0.024273395388772306,1.488481516923886
doc,30.0,-1.670207339685946,0.994378685292017,67,0.024273395388772306,1.488481516923886
wtemp,19824.0,0.9224659554277614,1.7315519589142145,67,0.024273395388772306,1.488481516923886
do,708.0,0.7710642833186157,1.9648389181289438,68,0.2847110206535803,1.519949838103754
doc,30.0,-0.8358706966248919,0.8245184132620912,68,0.2847110206535803,1.519949838103754
wtemp,19824.0,0.918939475267017,1.7704921829202265,68,0.2847110206535803,1.519949838103754
do,708.0,0.8564329337967909,1.555956990228021,69,-0.2907418122632769,1.4823847249177282
doc,30.0,-2.651407658057658,1.162811919550293,69,-0.2907418122632769,1.4823847249177282
wtemp,19824.0,0.9227492874710365,1.728385264974871,69,-0.2907418122632769,1.4823847249177282
do,708.0,0.8513146751386726,1.5834495401842732,70,-0.09809777539394193,1.4966413576501187
doc,30.0,-2.0578325791287866,1.0641091206341977,70,-0.09809777539394193,1.4966413576501187
wtemp,19824.0,0.9122245778082881,1.842365412131885,70,-0.09809777539394193,1.4966413576501187
do,708.0,0.8559382871422012,1.5586351362047242,71,-0.6512662872024535,1.5363706556027523
doc,30.0,-3.7326414575809803,1.3238266382283812,71,-0.6512662872024535,1.5363706556027523
wtemp,19824.0,0.9229043088314186,1.7266501923751514,71,-0.6512662872024535,1.5363706556027523
do,708.0,0.8080805739450444,1.7989937035021304,72,0.29557997263871166,1.4673150165205013
doc,30.0,-0.8396289464608797,0.8253619263540023,72,0.29557997263871166,1.4673150165205013
wtemp,19824.0,0.9182882904319702,1.7775894197053714,72,0.29557997263871166,1.4673150165205013
do,708.0,0.8422080794583979,1.6312200702976014,73,-0.02571483689148361,1.4611001470242295
doc,30.0,-1.842300810780685,1.0259219772575907,73,-0.02571483689148361,1.4611001470242295
wtemp,19824.0,0.9229482206478363,1.7261583935174964,73,-0.02571483689148361,1.4611001470242295
do,708.0,0.8066506225027856,1.8056832286887878,74,0.21571783107719075,1.4920568128993832
doc,30.0,-1.0763032880653314,0.876848795497333,74,0.21571783107719075,1.4920568128993832
wtemp,19824.0,0.916806158794118,1.7936384145120283,74,0.21571783107719075,1.4920568128993832
do,708.0,0.8434911870326712,1.624574282751966,75,-0.007987778348935862,1.452560256894344
doc,30.0,-1.791268245326505,1.0166702171968616,75,-0.007987778348935862,1.452560256894344
wtemp,19824.0,0.9238137232470262,1.7164362707342051,75,-0.007987778348935862,1.452560256894344
do,708.0,0.7900600250566516,1.8815585871499738,76,0.2289623770062059,1.5039057441696695
doc,30.0,-1.0226404894795955,0.8654433840102818,76,0.2289623770062059,1.5039057441696695
wtemp,19824.0,0.9194675954415615,1.7647152613487536,76,0.2289623770062059,1.5039057441696695
do,708.0,0.8558777536382352,1.5589625644130254,77,-0.0887410620125521,1.4650250486877994
doc,30.0,-2.040626986605589,1.0611111711739802,77,-0.0887410620125521,1.4650250486877994
wtemp,19824.0,0.9185260469296974,1.7750014104763925,77,-0.0887410620125521,1.4650250486877994
do,708.0,0.8567910280389078,1.5540152945243715,78,-0.23006092084363683,1.4898520651288896
doc,30.0,-2.4647790971068626,1.1327057084235432,78,-0.23006092084363683,1.4898520651288896
wtemp,19824.0,0.9178053065370442,1.7828351924387538,78,-0.23006092084363683,1.4898520651288896
do,708.0,0.8191588928135463,1.746299597379929,79,0.0800269081090973,1.4797431889298558
doc,30.0,-1.501642830499042,0.9624805585006685,79,0.0800269081090973,1.4797431889298558
wtemp,19824.0,0.9225646620127875,1.7304494109089703,79,0.0800269081090973,1.4797431889298558
do,708.0,0.8054787600821223,1.811146954032977,80,0.20534043809335534,1.4876122978733077
doc,30.0,-1.1086209962932845,0.8836465316958009,80,0.20534043809335534,1.4876122978733077
wtemp,19824.0,0.9191635504912282,1.7680434078911453,80,0.20534043809335534,1.4876122978733077
do,708.0,0.8173264733221359,1.7551247151593277,81,0.321336570010091,1.4414502990701348
doc,30.0,-0.7733163715523645,0.8103496066787327,81,0.321336570010091,1.4414502990701348
wtemp,19824.0,0.9199996082605016,1.7588765753723443,81,0.321336570010091,1.4414502990701348
do,708.0,0.8148417018211118,1.7670212220667574,82,0.3496107378118005,1.440213862779343
doc,30.0,-0.6855814796147557,0.7900492939233785,82,0.3496107378118005,1.440213862779343
wtemp,19824.0,0.9195719912290454,1.7635710723478937,82,0.3496107378118005,1.440213862779343
do,708.0,0.853564042602973,1.5714263843647431,83,-0.13599533638332864,1.4745318043877231
doc,30.0,-2.1808207502894295,1.085297772912543,83,-0.13599533638332864,1.4745318043877231
wtemp,19824.0,0.9192706985364704,1.7668712558858835,83,-0.13599533638332864,1.4745318043877231
do,708.0,0.8173163289754073,1.755173447854232,84,0.16004471775944262,1.4673547162260794
doc,30.0,-1.259593905775593,0.914733345924096,84,0.16004471775944262,1.4673547162260794
wtemp,19824.0,0.9224117300785135,1.73215735489991,84,0.16004471775944262,1.4673547162260794
do,708.0,0.830525512995203,1.690527886681766,85,0.22068452646747627,1.4451703386780756
doc,30.0,-1.0878496615068358,0.8792835041360971,85,0.22068452646747627,1.4451703386780756
wtemp,19824.0,0.9193777279140616,1.765699625216364,85,0.22068452646747627,1.4451703386780756
do,708.0,0.8521625233591144,1.5789284342110768,86,-0.3089667514796654,1.4927105566323595
doc,30.0,-2.701811360642954,1.1708100881770243,86,-0.3089667514796654,1.4927105566323595
wtemp,19824.0,0.9227485828448433,1.7283931475089773,86,-0.3089667514796654,1.4927105566323595
do,708.0,0.8563802398488867,1.556242508337795,87,-0.5682981031804489,1.5496696737660136
doc,30.0,-3.477005694695258,1.2875767835813048,87,-0.5682981031804489,1.5496696737660136
wtemp,19824.0,0.9157311453050244,1.8051897293789412,87,-0.5682981031804489,1.5496696737660136
do,708.0,0.8579544616902368,1.5476899899596936,88,-0.2833748571967131,1.4774550395504786
doc,30.0,-2.6311219129759142,1.1595773643095233,88,-0.2833748571967131,1.4774550395504786
wtemp,19824.0,0.923042879695538,1.7250977643822196,88,-0.2833748571967131,1.4774550395504786
do,708.0,0.8529920447625378,1.574492490756098,89,-0.20120705867982933,1.4765678315344832
doc,30.0,-2.37861947219439,1.1185333931813113,89,-0.20120705867982933,1.4765678315344832
wtemp,19824.0,0.9220062513923643,1.7366776106660402,89,-0.20120705867982933,1.4765678315344832
do,708.0,0.7998476247847465,1.8371750946705516,90,0.2896221849790455,1.4765993561273527
doc,30.0,-0.8504372816831225,0.827782991676878,90,0.2896221849790455,1.4765993561273527
wtemp,19824.0,0.9194562118355126,1.7648399820346286,90,0.2896221849790455,1.4765993561273527
do,708.0,0.7748630769216238,1.9484691695956935,91,0.30800156307561616,1.4940099106698774
doc,30.0,-0.7740851702170326,0.810525246005476,91,0.30800156307561616,1.4940099106698774
wtemp,19824.0,0.9232267825222572,1.7230353164084624,91,0.30800156307561616,1.4940099106698774
do,708.0,0.8009301428786755,1.8322002058292912,92,0.3379252247102163,1.4590169166519675
doc,30.0,-0.7079988894191298,0.7952855761545478,92,0.3379252247102163,1.4590169166519675
wtemp,19824.0,0.9208444206711034,1.7495649679720633,92,0.3379252247102163,1.4590169166519675
do,708.0,0.8538097990700126,1.570107205763716,93,-0.1336905701804664,1.476475202816812
doc,30.0,-2.1733810067803936,1.084027807615963,93,-0.1336905701804664,1.476475202816812
wtemp,19824.0,0.9184994971689817,1.7752905950707574,93,-0.1336905701804664,1.476475202816812
do,708.0,0.8275812273105254,1.7051494524287107,94,0.13478731127721547,1.4784053676368716
doc,30.0,-1.3394994179616835,0.9307665874015232,94,0.13478731127721547,1.4784053676368716
wtemp,19824.0,0.9162801244828045,1.7993000630803806,94,0.13478731127721547,1.4784053676368716
do,708.0,0.8532652680971929,1.5730286646769471,95,-0.1003172542284823,1.4702951453960662
doc,30.0,-2.0731013680980244,1.0667625401979706,95,-0.1003172542284823,1.4702951453960662
wtemp,19824.0,0.9188843373153847,1.7710942313132816,95,-0.1003172542284823,1.4702951453960662
do,708.0,0.854242039373639,1.5677843209024696,96,-0.09804294339833193,1.4697557615060035
doc,30.0,-2.0668226007717756,1.0656722119450996,96,-0.09804294339833193,1.4697557615060035
wtemp,19824.0,0.9184517312031408,1.7758107516704416,96,-0.09804294339833193,1.4697557615060035
do,708.0,0.8348434085177825,1.6688531809542577,97,0.22018015558680784,1.3971069243247307
doc,30.0,-1.1047827767721334,0.8828419361368517,97,0.22018015558680784,1.3971069243247307
wtemp,19824.0,0.9304798350147745,1.6396256558830833,97,0.22018015558680784,1.3971069243247307
do,708.0,0.8518979211297312,1.580340800071125,98,-0.6988745645701111,1.549979434960384
doc,30.0,-3.8714394530790726,1.3430988227127507,98,-0.6988745645701111,1.549979434960384
wtemp,19824.0,0.922917838239008,1.7264986820972763,98,-0.6988745645701111,1.549979434960384
do,708.0,0.8605869537723405,1.5332814574580724,99,-0.7061526918574946,1.5537502403218229
doc,30.0,-3.8969869274467106,1.3466160493660075,99,-0.7061526918574946,1.5537502403218229
wtemp,19824.0,0.917941898101886,1.7813532141413884,99,-0.7061526918574946,1.5537502403218229
